id,slug,lang,categoria_old,categoria_new,action,note
d1ce8ae1-daf5-4e69-86b2-75f979c50a3d,confessione,it,Catechesi,,unknown,Valore non mappato: 'Catechesi' — aggiungere a categorie.json o assegnare manualmente
f690f590-ede4-4330-bbfe-61910f1f68a2,vita-fede-e-luce-n-48,it,Fede e Luce,fede-e-luce,dry,
338532cc-cffb-490d-a24f-dc0d134aaf93,chiacchierata-in-famiglia-da-meditare,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
d8e84d7c-1ecf-4ece-9f4f-d00251deae8c,volontariato-biblioteca-della-solidarieta,it,Cultura,cultura,dry,
3fbaaa30-c4de-481f-aed1-bb4d79b173eb,associazione-il-cantiere,it,Fede e Luce,fede-e-luce,dry,
8c508cb2-c33c-46ce-9975-d722272ae688,a-cena-in-famiglia,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
b4d5c233-976a-4650-adcf-7140c5d6267c,avevo-tanta-paura,it,Fede e Luce,fede-e-luce,dry,
4569b0ba-1c58-428a-a01d-7fb07453c762,non-perdere-di-vista-enza,it,Fede e Luce,fede-e-luce,dry,
f23b2183-79ff-494b-9047-251437c231b3,non-vergognatevi-di-essere-felici,it,Famiglia,,unknown,Valore non mappato: 'Famiglia' — aggiungere a categorie.json o assegnare manualmente
a2d940c2-cdb1-4d1a-a182-02d1bcab9bd7,a-tu-per-tu-con-lautismo,it,Cultura,cultura,dry,
5da4a328-b429-4a40-84bc-338bfc0e1b61,ma-noi-siamo-attori,it,Cultura,cultura,dry,
dbdc5159-d038-4618-a598-9206655247c0,mi-riguarda,it,Cultura,cultura,dry,
8fdb572c-31a2-466d-b8c7-26eed5b22e2c,cooperativa-il-trattore,it,Fede e Luce,fede-e-luce,dry,
165249a5-92f6-4830-af14-6a3852955a48,cercavo-di-far-cantare-il-mio-cuore,it,Spiritualità,spiritualita,dry,
